squawk,function
3177,Transit (ORCAM) Amsterdam
3200,NATO Aircraft receiving a service from AEW aircraft
3201,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3202,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3203,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3204,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3205,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3206,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3207,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3208,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3209,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3210,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3211,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3212,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3213,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3214,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3215,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3216,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3217,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3218,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3219,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3220,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3221,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3222,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3223,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3224,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3225,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3226,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3227,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3228,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3229,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3230,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3231,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3232,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3233,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3234,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3235,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3236,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3237,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3238,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3239,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3240,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3241,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3242,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3243,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3244,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3245,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3246,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3247,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3248,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3249,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3250,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3251,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3252,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3253,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3254,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3255,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3256,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3257,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3258,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3259,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3260,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3261,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3262,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3263,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3264,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3265,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3266,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3267,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3268,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3269,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3270,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3271,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3272,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3273,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3274,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3275,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3276,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3277,Transit (ORCAM) Turkey - may also be Assigned by CCAMS
3300,NATO Aircraft receiving a service from AEW aircraft
3301,Swanwick (Military) Special Tasks
3302,Swanwick (Military) Special Tasks
3303,Swanwick (Military) Special Tasks
3304,Aircraft receiving a service from London D&D Cell
3305,Aircraft receiving a service from London D&D Cell
3306,Aircraft receiving a service from London D&D Cell
3307,D&D Conspicuity Training Fix
3310,Swanwick (Military)
3311,Swanwick (Military)
3312,Swanwick (Military)
3313,Swanwick (Military)
3314,Swanwick (Military)
3315,Swanwick (Military)
3316,Swanwick (Military)
3317,Swanwick (Military)
3318,Swanwick (Military)
3319,Swanwick (Military)
3320,Swanwick (Military)
3321,Swanwick (Military)
3322,Swanwick (Military)
3323,Swanwick (Military)
3324,Swanwick (Military)
3325,Swanwick (Military)
3326,Swanwick (Military)
3327,Swanwick (Military)
3328,Swanwick (Military)
3329,Swanwick (Military)
3330,Swanwick (Military)
3331,Swanwick (Military)
3332,Swanwick (Military)
3333,Swanwick (Military)
3334,Swanwick (Military)
3335,Swanwick (Military)
3336,Swanwick (Military)
3337,Swanwick (Military)
3338,Swanwick (Military)
3339,Swanwick (Military)
3340,Swanwick (Military)
3341,Swanwick (Military)
3342,Swanwick (Military)
3343,Swanwick (Military)
3344,Swanwick (Military)
3345,Swanwick (Military)
3346,Swanwick (Military)
3347,Swanwick (Military)
3348,Swanwick (Military)
3349,Swanwick (Military)
3350,Swanwick (Military)
3351,Swanwick (Military)
3352,Swanwick (Military)
3353,Swanwick (Military)
3354,Swanwick (Military)
3355,Swanwick (Military)
3356,Swanwick (Military)
3357,Swanwick (Military)
3358,Swanwick (Military)
3359,Swanwick (Military)
3360,Swanwick (Military)
3361,Swanwick (Military)
3362,Swanwick (Military)
3363,Swanwick (Military)
3364,Swanwick (Military)
3365,Swanwick (Military)
3366,Swanwick (Military)
3367,Swanwick (Military)
3370,Allocated to NATS as CCAMS redundancy
3371,Allocated to NATS as CCAMS redundancy
3372,Allocated to NATS as CCAMS redundancy
3373,Allocated to NATS as CCAMS redundancy
3374,Allocated to NATS as CCAMS redundancy
3375,Allocated to NATS as CCAMS redundancy
3376,Allocated to NATS as CCAMS redundancy
3377,Allocated to NATS as CCAMS redundancy
3400,NATO Aircraft receiving a service from AEW aircraft
3401,Assigned by CCAMS
3402,Assigned by CCAMS
3403,Assigned by CCAMS
3404,Assigned by CCAMS
3405,Assigned by CCAMS
3406,Assigned by CCAMS
3407,Assigned by CCAMS
3408,Assigned by CCAMS
3409,Assigned by CCAMS
3410,Assigned by CCAMS
3411,Assigned by CCAMS
3412,Assigned by CCAMS
3413,Assigned by CCAMS
3414,Assigned by CCAMS
3415,Assigned by CCAMS
3416,Assigned by CCAMS
3417,Assigned by CCAMS
3418,Assigned by CCAMS
3419,Assigned by CCAMS
3420,Assigned by CCAMS
3421,Assigned by CCAMS
3422,Assigned by CCAMS
3423,Assigned by CCAMS
3424,Assigned by CCAMS
3425,Assigned by CCAMS
3426,Assigned by CCAMS
3427,Assigned by CCAMS
3428,Assigned by CCAMS
3429,Assigned by CCAMS
3430,Assigned by CCAMS
3431,Assigned by CCAMS
3432,Assigned by CCAMS
3433,Assigned by CCAMS
3434,Assigned by CCAMS
3435,Assigned by CCAMS
3436,Assigned by CCAMS
3437,Assigned by CCAMS
3438,Assigned by CCAMS
3439,Assigned by CCAMS
3440,Assigned by CCAMS
3441,Assigned by CCAMS
3442,Assigned by CCAMS
3443,Assigned by CCAMS
3444,Assigned by CCAMS
3445,Assigned by CCAMS
3446,Assigned by CCAMS
3447,Assigned by CCAMS
3448,Assigned by CCAMS
3449,Assigned by CCAMS
3450,Assigned by CCAMS
3451,Assigned by CCAMS
3452,Assigned by CCAMS
3453,Assigned by CCAMS
3454,Assigned by CCAMS
3455,Assigned by CCAMS
3456,Assigned by CCAMS
3457,Assigned by CCAMS
3458,Assigned by CCAMS
3459,Assigned by CCAMS
3460,Assigned by CCAMS
3461,Assigned by CCAMS
3462,Assigned by CCAMS
3463,Assigned by CCAMS
3464,Assigned by CCAMS
3465,Assigned by CCAMS
3466,Assigned by CCAMS
3467,Assigned by CCAMS
3468,Assigned by CCAMS
3469,Assigned by CCAMS
3470,Assigned by CCAMS
3471,Assigned by CCAMS
3472,Assigned by CCAMS
3473,Assigned by CCAMS
3474,Assigned by CCAMS
3475,Assigned by CCAMS
3476,Assigned by CCAMS
3477,Assigned by CCAMS
3500,NATO Aircraft receiving a service from AEW aircraft
3501,Transit (ORCAM) Luxembourg
3502,Transit (ORCAM) Luxembourg
3503,Transit (ORCAM) Luxembourg
3504,Transit (ORCAM) Luxembourg
3505,Transit (ORCAM) Luxembourg
3506,Transit (ORCAM) Luxembourg
3507,Transit (ORCAM) Luxembourg
3510,Assigned by CCAMS
3511,Assigned by CCAMS
3512,Assigned by CCAMS
3513,Assigned by CCAMS
3514,Assigned by CCAMS
3515,Assigned by CCAMS
3516,Assigned by CCAMS
3517,Assigned by CCAMS
3518,Assigned by CCAMS
3519,Assigned by CCAMS
3520,Assigned by CCAMS
3521,Assigned by CCAMS
3522,Assigned by CCAMS
3523,Assigned by CCAMS
3524,Assigned by CCAMS
3525,Assigned by CCAMS
3526,Assigned by CCAMS
3527,Assigned by CCAMS
3528,Assigned by CCAMS
3529,Assigned by CCAMS
3530,Assigned by CCAMS
3531,Assigned by CCAMS
3532,Assigned by CCAMS
3533,Assigned by CCAMS
3534,Assigned by CCAMS
3535,Assigned by CCAMS
3536,Assigned by CCAMS
3537,Assigned by CCAMS
3540,Transit (ORCAM) Berlin
3541,Transit (ORCAM) Berlin
3542,Transit (ORCAM) Berlin
3543,Transit (ORCAM) Berlin
3544,Transit (ORCAM) Berlin
3545,Transit (ORCAM) Berlin
3546,Transit (ORCAM) Berlin
3547,Transit (ORCAM) Berlin
3548,Transit (ORCAM) Berlin
3549,Transit (ORCAM) Berlin
3550,Transit (ORCAM) Berlin
3551,Transit (ORCAM) Berlin
3552,Transit (ORCAM) Berlin
3553,Transit (ORCAM) Berlin
3554,Transit (ORCAM) Berlin
3555,Transit (ORCAM) Berlin
3556,Transit (ORCAM) Berlin
3557,Transit (ORCAM) Berlin
3558,Transit (ORCAM) Berlin
3559,Transit (ORCAM) Berlin
3560,Transit (ORCAM) Berlin
3561,Transit (ORCAM) Berlin
3562,Transit (ORCAM) Berlin
3563,Transit (ORCAM) Berlin
3564,Transit (ORCAM) Berlin
3565,Transit (ORCAM) Berlin
3566,Transit (ORCAM) Berlin
3567,Transit (ORCAM) Berlin
3568,Transit (ORCAM) Berlin
3569,Transit (ORCAM) Berlin
3570,Transit (ORCAM) Berlin
3571,Transit (ORCAM) Berlin
3572,Transit (ORCAM) Berlin
3573,Transit (ORCAM) Berlin
3574,Transit (ORCAM) Berlin
3575,Transit (ORCAM) Berlin
3576,Transit (ORCAM) Berlin
3577,Transit (ORCAM) Berlin
3600,NATO Aircraft receiving a service from AEW aircraft
3601,RAF Benson
3602,RAF Benson
3603,RAF Benson
3604,RAF Benson
3605,RAF Benson
3606,RAF Benson
3607,RAF Benson
3608,RAF Benson
3609,RAF Benson
3610,RAF Benson
3611,RAF Benson
3612,RAF Benson
3613,RAF Benson
3614,RAF Benson
3615,RAF Benson
3616,RAF Benson
3617,RAF Benson
3618,RAF Benson
3619,RAF Benson
3620,RAF Benson
3621,RAF Benson
3622,RAF Benson
3623,RAF Benson
3601,Scottish UK FIS Purposes
3602,Scottish UK FIS Purposes
3603,Scottish UK FIS Purposes
3604,Scottish UK FIS Purposes
3605,Scottish UK FIS Purposes
3606,Scottish UK FIS Purposes
3607,Scottish UK FIS Purposes
3608,Scottish UK FIS Purposes
3609,Scottish UK FIS Purposes
3610,Scottish UK FIS Purposes
3611,Scottish UK FIS Purposes
3612,Scottish UK FIS Purposes
3613,Scottish UK FIS Purposes
3614,Scottish UK FIS Purposes
3615,Scottish UK FIS Purposes
3616,Scottish UK FIS Purposes
3617,Scottish UK FIS Purposes
3618,Scottish UK FIS Purposes
3619,Scottish UK FIS Purposes
3620,Scottish UK FIS Purposes
3621,Scottish UK FIS Purposes
3622,Scottish UK FIS Purposes
3623,Scottish UK FIS Purposes
3624,Scottish UK FIS Purposes
3625,Scottish UK FIS Purposes
3626,Scottish UK FIS Purposes
3627,Scottish UK FIS Purposes
3628,Scottish UK FIS Purposes
3629,Scottish UK FIS Purposes
3630,Scottish UK FIS Purposes
3631,Scottish UK FIS Purposes
3632,Scottish UK FIS Purposes
3601,RAF Waddington
3602,RAF Waddington
3603,RAF Waddington
3604,RAF Waddington
3605,RAF Waddington
3606,RAF Waddington
3607,RAF Waddington
3608,RAF Waddington
3609,RAF Waddington
3610,RAF Waddington
3611,RAF Waddington
3612,RAF Waddington
3613,RAF Waddington
3614,RAF Waddington
3615,RAF Waddington
3616,RAF Waddington
3617,RAF Waddington
3618,RAF Waddington
3619,RAF Waddington
3620,RAF Waddington
3621,RAF Waddington
3622,RAF Waddington
3623,RAF Waddington
3624,RAF Waddington
3625,RAF Waddington
3626,RAF Waddington
3627,RAF Waddington
3628,RAF Waddington
3629,RAF Waddington
3630,RAF Waddington
3631,RAF Waddington
3632,RAF Waddington
3633,RAF Waddington
3634,RAF Waddington
3601,Jersey Approach
3602,Jersey Approach
3603,Jersey Approach
3604,Jersey Approach
3605,Jersey Approach
3606,Jersey Approach
3607,Jersey Approach
3608,Jersey Approach
3609,Jersey Approach
3610,Jersey Approach
3611,Jersey Approach
3612,Jersey Approach
3613,Jersey Approach
3614,Jersey Approach
3615,Jersey Approach
3616,Jersey Approach
3617,Jersey Approach
3618,Jersey Approach
3619,Jersey Approach
3620,Jersey Approach
3621,Jersey Approach
3622,Jersey Approach
3623,Jersey Approach
3624,Jersey Approach
3625,Jersey Approach
3626,Jersey Approach
3627,Jersey Approach
3628,Jersey Approach
3629,Jersey Approach
3630,Jersey Approach
3631,Jersey Approach
3632,Jersey Approach
3633,Jersey Approach
3634,Jersey Approach
3635,Jersey Approach
3636,Jersey Approach
3637,Jersey Approach
3638,Jersey Approach
3639,Jersey Approach
3640,Jersey Approach
3641,Jersey Approach
3642,Jersey Approach
3643,Jersey Approach
3644,Jersey Approach
3645,Jersey Approach
3646,Jersey Approach
3647,Jersey Approach
3601,Cardiff Approach
3602,Cardiff Approach
3603,Cardiff Approach
3604,Cardiff Approach
3605,Cardiff Approach
3606,Cardiff Approach
3607,Cardiff Approach
3608,Cardiff Approach
3609,Cardiff Approach
3610,Cardiff Approach
3611,Cardiff Approach
3612,Cardiff Approach
3613,Cardiff Approach
3614,Cardiff Approach
3615,Cardiff Approach
3616,Cardiff Approach
3617,Cardiff Approach
3618,Cardiff Approach
3619,Cardiff Approach
3620,Cardiff Approach
3621,Cardiff Approach
3622,Cardiff Approach
3623,Cardiff Approach
3624,Cardiff Approach
3625,Cardiff Approach
3626,Cardiff Approach
3627,Cardiff Approach
3628,Cardiff Approach
3629,Cardiff Approach
3630,Cardiff Approach
3631,Cardiff Approach
3632,Cardiff Approach
3633,Cardiff Approach
3634,Cardiff Approach
3635,Cardiff Approach
3636,Cardiff Approach
3637,Cardiff Approach
3638,Cardiff Approach
3639,Cardiff Approach
3640,Cardiff Approach
3641,Cardiff Approach
3642,Cardiff Approach
3643,Cardiff Approach
3644,Cardiff Approach
3645,Cardiff Approach
3646,Cardiff Approach
3647,Cardiff Approach
3648,Cardiff Approach
3649,Cardiff Approach
3650,Cardiff Approach
3651,Cardiff Approach
3652,Cardiff Approach
3653,Cardiff Approach
3654,Cardiff Approach
3655,Cardiff Approach
3656,Cardiff Approach
3657,Cardiff Approach
3624,RAF Benson Conspicuity
3625,RAF Benson
3626,RAF Benson
3627,RAF Benson
3636,This code may be used when flying in the vicinity of Cardiff operating outside of Cardiff CTR/Cardiff CTA and monitoring Cardiff Approach frequency (Refer to ENR 1.6 para 2.2.5)
3637,Wycombe Air Park Conspicuity. Not to be used outside 20 NM from the airfield.
3640,RAF Odiham
3641,RAF Odiham
3642,RAF Odiham
3643,RAF Odiham
3644,RAF Odiham
3645,RAF Odiham
3640,RAF Marham
3641,RAF Marham
3642,RAF Marham
3643,RAF Marham
3644,RAF Marham
3645,RAF Marham
3646,RAF Marham
3647,RAF Marham
3648,RAF Marham
3649,RAF Marham
3650,RAF Marham
3651,RAF Marham
3652,RAF Marham
3653,RAF Marham
3654,RAF Marham
3655,RAF Marham
3656,RAF Marham
3657,RAF Marham
3658,RAF Marham
3659,RAF Marham
3660,RAF Marham
3661,RAF Marham
3662,RAF Marham
3663,RAF Marham
3664,RAF Marham
3665,RAF Marham
3666,RAF Marham
3640,Aberdeen (Northern North Sea Off-shore) (See note 3)
3641,Aberdeen (Northern North Sea Off-shore) (See note 3)
3642,Aberdeen (Northern North Sea Off-shore) (See note 3)
3643,Aberdeen (Northern North Sea Off-shore) (See note 3)
3644,Aberdeen (Northern North Sea Off-shore) (See note 3)
3645,Aberdeen (Northern North Sea Off-shore) (See note 3)
3646,Aberdeen (Northern North Sea Off-shore) (See note 3)
3647,Aberdeen (Northern North Sea Off-shore) (See note 3)
3648,Aberdeen (Northern North Sea Off-shore) (See note 3)
3649,Aberdeen (Northern North Sea Off-shore) (See note 3)
3650,Aberdeen (Northern North Sea Off-shore) (See note 3)
3651,Aberdeen (Northern North Sea Off-shore) (See note 3)
3652,Aberdeen (Northern North Sea Off-shore) (See note 3)
3653,Aberdeen (Northern North Sea Off-shore) (See note 3)
3654,Aberdeen (Northern North Sea Off-shore) (See note 3)
3655,Aberdeen (Northern North Sea Off-shore) (See note 3)
3656,Aberdeen (Northern North Sea Off-shore) (See note 3)
3657,Aberdeen (Northern North Sea Off-shore) (See note 3)
3658,Aberdeen (Northern North Sea Off-shore) (See note 3)
3659,Aberdeen (Northern North Sea Off-shore) (See note 3)
3660,Aberdeen (Northern North Sea Off-shore) (See note 3)
3661,Aberdeen (Northern North Sea Off-shore) (See note 3)
3662,Aberdeen (Northern North Sea Off-shore) (See note 3)
3663,Aberdeen (Northern North Sea Off-shore) (See note 3)
3664,Aberdeen (Northern North Sea Off-shore) (See note 3)
3665,Aberdeen (Northern North Sea Off-shore) (See note 3)
3666,Aberdeen (Northern North Sea Off-shore) (See note 3)
3667,Aberdeen (Northern North Sea Off-shore) (See note 3)
3668,Aberdeen (Northern North Sea Off-shore) (See note 3)
3669,Aberdeen (Northern North Sea Off-shore) (See note 3)
3670,Aberdeen (Northern North Sea Off-shore) (See note 3)
3671,Aberdeen (Northern North Sea Off-shore) (See note 3)
3672,Aberdeen (Northern North Sea Off-shore) (See note 3)
3673,Aberdeen (Northern North Sea Off-shore) (See note 3)
3674,Aberdeen (Northern North Sea Off-shore) (See note 3)
3675,Aberdeen (Northern North Sea Off-shore) (See note 3)
3676,Aberdeen (Northern North Sea Off-shore) (See note 3)
3677,Aberdeen (Northern North Sea Off-shore) (See note 3)
3641,BAE Systems Warton
3642,BAE Systems Warton
3643,BAE Systems Warton
3644,BAE Systems Warton
3645,BAE Systems Warton
3646,BAE Systems Warton
3647,BAE Systems Warton
3646,RAF Odiham Conspicuity
3646,Cardiff Approach
3647,Cardiff Approach
3648,Cardiff Approach
3649,Cardiff Approach
3650,Cardiff Approach
3651,Cardiff Approach
3652,Cardiff Approach
3653,Cardiff Approach
3654,Cardiff Approach
3655,Cardiff Approach
3656,Cardiff Approach
3657,Cardiff Approach
3647,RAF Odiham
3648,RAF Odiham
3649,RAF Odiham
3650,RAF Odiham
3651,RAF Odiham
3652,RAF Odiham
3653,RAF Odiham
3650,BAE Systems Warton Conspicuity
3651,BAE Systems Warton
3652,BAE Systems Warton
3653,BAE Systems Warton
3654,BAE Systems Warton
3655,BAE Systems Warton
3656,BAE Systems Warton
3657,BAE Systems Warton
3660,This code may be used when flying in the vicinity of Warton Aerodrome and monitoring Warton Radar frequency (Refer to ENR 1.6 para 2.2.5)
3660,Solent Approach (Southampton)
3661,Solent Approach (Southampton)
3662,Solent Approach (Southampton)
3663,Solent Approach (Southampton)
3664,Solent Approach (Southampton)
3665,Solent Approach (Southampton)
3661,BAE Systems Warton
3662,BAE Systems Warton
3663,BAE Systems Warton
3664,BAE Systems Warton
3665,BAE Systems Warton
3666,BAE Systems Warton
3667,BAE Systems Warton
3668,BAE Systems Warton
3669,BAE Systems Warton
3670,BAE Systems Warton
3671,BAE Systems Warton
3672,BAE Systems Warton
3673,BAE Systems Warton
3674,BAE Systems Warton
3675,BAE Systems Warton
3676,BAE Systems Warton
3677,BAE Systems Warton
3666,Solent Radar Conspicuity
3667,RAF Marham - FIS Conspicuity
3667,Solent Approach (Southampton)
3668,Solent Approach (Southampton)
3669,Solent Approach (Southampton)
3670,Solent Approach (Southampton)
3671,Solent Approach (Southampton)
3672,Solent Approach (Southampton)
3673,Solent Approach (Southampton)
3674,Solent Approach (Southampton)
3675,Solent Approach (Southampton)
3676,Solent Approach (Southampton)
3677,Solent Approach (Southampton)
3700,NATO Aircraft receiving a service from AEW aircraft
3701,Norwich Approach
3702,Norwich Approach
3703,Norwich Approach
3704,Norwich Approach
3705,Norwich Approach
3706,Norwich Approach
3707,Norwich Basic Service
3710,Norwich Approach
3701,Military aircraft under service from RN AEW aircraft in South West Approaches
3702,Military aircraft under service from RN AEW aircraft in South West Approaches
3703,Military aircraft under service from RN AEW aircraft in South West Approaches
3704,Military aircraft under service from RN AEW aircraft in South West Approaches
3705,Military aircraft under service from RN AEW aircraft in South West Approaches
3706,Military aircraft under service from RN AEW aircraft in South West Approaches
3707,Military aircraft under service from RN AEW aircraft in South West Approaches
3708,Military aircraft under service from RN AEW aircraft in South West Approaches
3709,Military aircraft under service from RN AEW aircraft in South West Approaches
3710,Military aircraft under service from RN AEW aircraft in South West Approaches
3711,Military aircraft under service from RN AEW aircraft in South West Approaches
3712,Military aircraft under service from RN AEW aircraft in South West Approaches
3713,Military aircraft under service from RN AEW aircraft in South West Approaches
3714,Military aircraft under service from RN AEW aircraft in South West Approaches
3715,Military aircraft under service from RN AEW aircraft in South West Approaches
3716,Military aircraft under service from RN AEW aircraft in South West Approaches
3717,Military aircraft under service from RN AEW aircraft in South West Approaches
3701,RAF Brize Norton
3702,RAF Brize Norton
3703,RAF Brize Norton
3704,RAF Brize Norton
3705,RAF Brize Norton
3706,RAF Brize Norton
3707,RAF Brize Norton
3708,RAF Brize Norton
3709,RAF Brize Norton
3710,RAF Brize Norton
3711,RAF Brize Norton
3712,RAF Brize Norton
3713,RAF Brize Norton
3714,RAF Brize Norton
3715,RAF Brize Norton
3716,RAF Brize Norton
3717,RAF Brize Norton
3718,RAF Brize Norton
3719,RAF Brize Norton
3720,RAF Brize Norton
3721,RAF Brize Norton
3722,RAF Brize Norton
3723,RAF Brize Norton
3724,RAF Brize Norton
3725,RAF Brize Norton
3726,RAF Brize Norton
3727,RAF Brize Norton
3728,RAF Brize Norton
3729,RAF Brize Norton
3730,RAF Brize Norton
3731,RAF Brize Norton
3732,RAF Brize Norton
3733,RAF Brize Norton
3734,RAF Brize Norton
3735,RAF Brize Norton
3736,RAF Brize Norton
3701,Guernsey Approach
3702,Guernsey Approach
3703,Guernsey Approach
3704,Guernsey Approach
3705,Guernsey Approach
3706,Guernsey Approach
3707,Guernsey Approach
3708,Guernsey Approach
3709,Guernsey Approach
3710,Guernsey Approach
3711,Guernsey Approach
3712,Guernsey Approach
3713,Guernsey Approach
3714,Guernsey Approach
3715,Guernsey Approach
3716,Guernsey Approach
3717,Guernsey Approach
3718,Guernsey Approach
3719,Guernsey Approach
3720,Guernsey Approach
3721,Guernsey Approach
3722,Guernsey Approach
3723,Guernsey Approach
3724,Guernsey Approach
3725,Guernsey Approach
3726,Guernsey Approach
3727,Guernsey Approach
3701,RAF Lossiemouth
3702,RAF Lossiemouth
3703,RAF Lossiemouth
3704,RAF Lossiemouth
3705,RAF Lossiemouth
3706,RAF Lossiemouth
3707,RAF Lossiemouth
3708,RAF Lossiemouth
3709,RAF Lossiemouth
3710,RAF Lossiemouth
3711,RAF Lossiemouth
3712,RAF Lossiemouth
3713,RAF Lossiemouth
3714,RAF Lossiemouth
3715,RAF Lossiemouth
3716,RAF Lossiemouth
3717,RAF Lossiemouth
3718,RAF Lossiemouth
3719,RAF Lossiemouth
3720,RAF Lossiemouth
3721,RAF Lossiemouth
3722,RAF Lossiemouth
3723,RAF Lossiemouth
3724,RAF Lossiemouth
3725,RAF Lossiemouth
3726,RAF Lossiemouth
3727,RAF Lossiemouth
3728,RAF Lossiemouth
3729,RAF Lossiemouth
3730,RAF Lossiemouth
3731,RAF Lossiemouth
3732,RAF Lossiemouth
3733,RAF Lossiemouth
3734,RAF Lossiemouth
3735,RAF Lossiemouth
3736,RAF Lossiemouth
3737,RAF Lossiemouth
3738,RAF Lossiemouth
3739,RAF Lossiemouth
3740,RAF Lossiemouth
3741,RAF Lossiemouth
3742,RAF Lossiemouth
3743,RAF Lossiemouth
3744,RAF Lossiemouth
3745,RAF Lossiemouth
3746,RAF Lossiemouth
3747,RAF Lossiemouth
3748,RAF Lossiemouth
3749,RAF Lossiemouth
3750,RAF Lossiemouth
3751,RAF Lossiemouth
3752,RAF Lossiemouth
3753,RAF Lossiemouth
3754,RAF Lossiemouth
3755,RAF Lossiemouth
3756,RAF Lossiemouth
3757,RAF Lossiemouth
3758,RAF Lossiemouth
3759,RAF Lossiemouth
3760,RAF Lossiemouth
3761,RAF Lossiemouth
3762,RAF Lossiemouth
3763,RAF Lossiemouth
3764,RAF Lossiemouth
3765,RAF Lossiemouth
3766,RAF Lossiemouth
3767,RAF Lossiemouth
3720,RAF Valley
3721,RAF Valley
3722,RAF Valley
3723,RAF Valley
3724,RAF Valley
3725,RAF Valley
3726,RAF Valley
3727,RAF Valley
3720,RAF Wittering Approach/Director
3721,RAF Wittering Approach/Director
3722,RAF Wittering Approach/Director
3723,RAF Wittering Approach/Director
3724,RAF Wittering Approach/Director
3725,RAF Wittering Approach/Director
3726,RAF Wittering Approach/Director
3727,RAF Wittering Approach/Director
3720,Newcastle Approach
3721,Newcastle Approach
3722,Newcastle Approach
3723,Newcastle Approach
3724,Newcastle Approach
3725,Newcastle Approach
3726,Newcastle Approach
3727,Newcastle Approach
3728,Newcastle Approach
3729,Newcastle Approach
3730,Newcastle Approach
3731,Newcastle Approach
3732,Newcastle Approach
3733,Newcastle Approach
3734,Newcastle Approach
3735,Newcastle Approach
3736,Newcastle Approach
3737,Newcastle Approach
3738,Newcastle Approach
3739,Newcastle Approach
3740,Newcastle Approach
3741,Newcastle Approach
3742,Newcastle Approach
3743,Newcastle Approach
3744,Newcastle Approach
3745,Newcastle Approach
3746,Newcastle Approach
3747,Newcastle Approach
3748,Newcastle Approach
3749,Newcastle Approach
3750,Newcastle Approach
3751,Newcastle Approach
3752,Newcastle Approach
3753,Newcastle Approach
3754,Newcastle Approach
3755,Newcastle Approach
